game_id,frame_id,square_idx,square_name,label,crop_path,is_occluded,split
game2_per_frame,200,24,a5,empty,/home/yuliamo/Projects/ChessboardClassification/cache/square_crops/game2_per_frame_frame000200_sq_24.jpg,False,train
game2_per_frame,200,25,b5,empty,/home/yuliamo/Projects/ChessboardClassification/cache/square_crops/game2_per_frame_frame000200_sq_25.jpg,False,train
game2_per_frame,200,26,c5,empty,/home/yuliamo/Projects/ChessboardClassification/cache/square_crops/game2_per_frame_frame000200_sq_26.jpg,False,train
game2_per_frame,200,27,d5,empty,/home/yuliamo/Projects/ChessboardClassification/cache/square_crops/game2_per_frame_frame000200_sq_27.jpg,False,train
game2_per_frame,200,28,e5,empty,/home/yuliamo/Projects/ChessboardClassification/cache/square_crops/game2_per_frame_frame000200_sq_28.jpg,False,train
game2_per_frame,200,29,f5,empty,/home/yuliamo/Projects/ChessboardClassification/cache/square_crops/game2_per_frame_frame000200_sq_29.jpg,False,train
game2_per_frame,200,30,g5,empty,/home/yuliamo/Projects/ChessboardClassification/cache/square_crops/game2_per_frame_frame000200_sq_30.jpg,False,train
game2_per_frame,200,31,h5,empty,/home/yuliamo/Projects/ChessboardClassification/cache/square_crops/game2_per_frame_frame000200_sq_31.jpg,False,train
game2_per_frame,200,32,a4,empty,/home/yuliamo/Projects/ChessboardClassification/cache/square_crops/game2_per_frame_frame000200_sq_32.jpg,False,train
game2_per_frame,200,33,b4,empty,/home/yuliamo/Projects/ChessboardClassification/cache/square_crops/game2_per_frame_frame000200_sq_33.jpg,False,train
game2_per_frame,200,34,c4,empty,/home/yuliamo/Projects/ChessboardClassification/cache/square_crops/game2_per_frame_frame000200_sq_34.jpg,False,train
game2_per_frame,200,35,d4,empty,/home/yuliamo/Projects/ChessboardClassification/cache/square_crops/game2_per_frame_frame000200_sq_35.jpg,False,train
game2_per_frame,200,36,e4,empty,/home/yuliamo/Projects/ChessboardClassification/cache/square_crops/game2_per_frame_frame000200_sq_36.jpg,False,train
game2_per_frame,200,37,f4,empty,/home/yuliamo/Projects/ChessboardClassification/cache/square_crops/game2_per_frame_frame000200_sq_37.jpg,False,train
game2_per_frame,200,38,g4,empty,/home/yuliamo/Projects/ChessboardClassification/cache/square_crops/game2_per_frame_frame000200_sq_38.jpg,False,train
game2_per_frame,200,39,h4,empty,/home/yuliamo/Projects/ChessboardClassification/cache/square_crops/game2_per_frame_frame000200_sq_39.jpg,False,train
game2_per_frame,200,40,a3,empty,/home/yuliamo/Projects/ChessboardClassification/cache/square_crops/game2_per_frame_frame000200_sq_40.jpg,False,train
game2_per_frame,200,41,b3,empty,/home/yuliamo/Projects/ChessboardClassification/cache/square_crops/game2_per_frame_frame000200_sq_41.jpg,False,train
game2_per_frame,200,42,c3,empty,/home/yuliamo/Projects/ChessboardClassification/cache/square_crops/game2_per_frame_frame000200_sq_42.jpg,False,train
game2_per_frame,200,43,d3,empty,/home/yuliamo/Projects/ChessboardClassification/cache/square_crops/game2_per_frame_frame000200_sq_43.jpg,False,train
game2_per_frame,200,44,e3,empty,/home/yuliamo/Projects/ChessboardClassification/cache/square_crops/game2_per_frame_frame000200_sq_44.jpg,False,train
game2_per_frame,200,45,f3,empty,/home/yuliamo/Projects/ChessboardClassification/cache/square_crops/game2_per_frame_frame000200_sq_45.jpg,False,train
game2_per_frame,200,46,g3,empty,/home/yuliamo/Projects/ChessboardClassification/cache/square_crops/game2_per_frame_frame000200_sq_46.jpg,False,train
game2_per_frame,200,47,h3,empty,/home/yuliamo/Projects/ChessboardClassification/cache/square_crops/game2_per_frame_frame000200_sq_47.jpg,False,train
game2_per_frame,200,48,a2,P,/home/yuliamo/Projects/ChessboardClassification/cache/square_crops/game2_per_frame_frame000200_sq_48.jpg,False,train
game2_per_frame,200,49,b2,P,/home/yuliamo/Projects/ChessboardClassification/cache/square_crops/game2_per_frame_frame000200_sq_49.jpg,False,train
game2_per_frame,200,50,c2,P,/home/yuliamo/Projects/ChessboardClassification/cache/square_crops/game2_per_frame_frame000200_sq_50.jpg,False,train
game2_per_frame,200,51,d2,P,/home/yuliamo/Projects/ChessboardClassification/cache/square_crops/game2_per_frame_frame000200_sq_51.jpg,False,train
game2_per_frame,200,52,e2,P,/home/yuliamo/Projects/ChessboardClassification/cache/square_crops/game2_per_frame_frame000200_sq_52.jpg,False,train
game2_per_frame,200,53,f2,P,/home/yuliamo/Projects/ChessboardClassification/cache/square_crops/game2_per_frame_frame000200_sq_53.jpg,False,train
game2_per_frame,200,54,g2,P,/home/yuliamo/Projects/ChessboardClassification/cache/square_crops/game2_per_frame_frame000200_sq_54.jpg,False,train
game2_per_frame,200,55,h2,P,/home/yuliamo/Projects/ChessboardClassification/cache/square_crops/game2_per_frame_frame000200_sq_55.jpg,False,train
game2_per_frame,200,56,a1,R,/home/yuliamo/Projects/ChessboardClassification/cache/square_crops/game2_per_frame_frame000200_sq_56.jpg,False,train
game2_per_frame,200,57,b1,N,/home/yuliamo/Projects/ChessboardClassification/cache/square_crops/game2_per_frame_frame000200_sq_57.jpg,False,train
game2_per_frame,200,58,c1,B,/home/yuliamo/Projects/ChessboardClassification/cache/square_crops/game2_per_frame_frame000200_sq_58.jpg,False,train
game2_per_frame,200,59,d1,Q,/home/yuliamo/Projects/ChessboardClassification/cache/square_crops/game2_per_frame_frame000200_sq_59.jpg,False,train
game2_per_frame,200,60,e1,K,/home/yuliamo/Projects/ChessboardClassification/cache/square_crops/game2_per_frame_frame000200_sq_60.jpg,False,train
game2_per_frame,200,61,f1,B,/home/yuliamo/Projects/ChessboardClassification/cache/square_crops/game2_per_frame_frame000200_sq_61.jpg,False,train
game2_per_frame,200,62,g1,N,/home/yuliamo/Projects/ChessboardClassification/cache/square_crops/game2_per_frame_frame000200_sq_62.jpg,False,train
game2_per_frame,200,63,h1,R,/home/yuliamo/Projects/ChessboardClassification/cache/square_crops/game2_per_frame_frame000200_sq_63.jpg,False,train
game2_per_frame,588,0,a8,r,/home/yuliamo/Projects/ChessboardClassification/cache/square_crops/game2_per_frame_frame000588_sq_00.jpg,False,test
game2_per_frame,588,1,b8,n,/home/yuliamo/Projects/ChessboardClassification/cache/square_crops/game2_per_frame_frame000588_sq_01.jpg,False,test
game2_per_frame,588,2,c8,b,/home/yuliamo/Projects/ChessboardClassification/cache/square_crops/game2_per_frame_frame000588_sq_02.jpg,False,test
game2_per_frame,588,3,d8,q,/home/yuliamo/Projects/ChessboardClassification/cache/square_crops/game2_per_frame_frame000588_sq_03.jpg,False,test
game2_per_frame,588,4,e8,k,/home/yuliamo/Projects/ChessboardClassification/cache/square_crops/game2_per_frame_frame000588_sq_04.jpg,False,test
game2_per_frame,588,5,f8,b,/home/yuliamo/Projects/ChessboardClassification/cache/square_crops/game2_per_frame_frame000588_sq_05.jpg,False,test
game2_per_frame,588,6,g8,n,/home/yuliamo/Projects/ChessboardClassification/cache/square_crops/game2_per_frame_frame000588_sq_06.jpg,False,test
game2_per_frame,588,7,h8,r,/home/yuliamo/Projects/ChessboardClassification/cache/square_crops/game2_per_frame_frame000588_sq_07.jpg,False,test
game2_per_frame,588,8,a7,p,/home/yuliamo/Projects/ChessboardClassification/cache/square_crops/game2_per_frame_frame000588_sq_08.jpg,False,test
game2_per_frame,588,9,b7,p,/home/yuliamo/Projects/ChessboardClassification/cache/square_crops/game2_per_frame_frame000588_sq_09.jpg,False,test
game2_per_frame,588,10,c7,p,/home/yuliamo/Projects/ChessboardClassification/cache/square_crops/game2_per_frame_frame000588_sq_10.jpg,False,test
game2_per_frame,588,11,d7,p,/home/yuliamo/Projects/ChessboardClassification/cache/square_crops/game2_per_frame_frame000588_sq_11.jpg,False,test
game2_per_frame,588,12,e7,p,/home/yuliamo/Projects/ChessboardClassification/cache/square_crops/game2_per_frame_frame000588_sq_12.jpg,False,test
game2_per_frame,588,13,f7,p,/home/yuliamo/Projects/ChessboardClassification/cache/square_crops/game2_per_frame_frame000588_sq_13.jpg,False,test
game2_per_frame,588,14,g7,p,/home/yuliamo/Projects/ChessboardClassification/cache/square_crops/game2_per_frame_frame000588_sq_14.jpg,False,test
game2_per_frame,588,15,h7,p,/home/yuliamo/Projects/ChessboardClassification/cache/square_crops/game2_per_frame_frame000588_sq_15.jpg,False,test
game2_per_frame,588,16,a6,empty,/home/yuliamo/Projects/ChessboardClassification/cache/square_crops/game2_per_frame_frame000588_sq_16.jpg,False,test
game2_per_frame,588,17,b6,empty,/home/yuliamo/Projects/ChessboardClassification/cache/square_crops/game2_per_frame_frame000588_sq_17.jpg,False,test
game2_per_frame,588,18,c6,empty,/home/yuliamo/Projects/ChessboardClassification/cache/square_crops/game2_per_frame_frame000588_sq_18.jpg,False,test
game2_per_frame,588,19,d6,empty,/home/yuliamo/Projects/ChessboardClassification/cache/square_crops/game2_per_frame_frame000588_sq_19.jpg,False,test
game2_per_frame,588,20,e6,empty,/home/yuliamo/Projects/ChessboardClassification/cache/square_crops/game2_per_frame_frame000588_sq_20.jpg,False,test
game2_per_frame,588,21,f6,empty,/home/yuliamo/Projects/ChessboardClassification/cache/square_crops/game2_per_frame_frame000588_sq_21.jpg,False,test
game2_per_frame,588,22,g6,empty,/home/yuliamo/Projects/ChessboardClassification/cache/square_crops/game2_per_frame_frame000588_sq_22.jpg,False,test
game2_per_frame,588,23,h6,empty,/home/yuliamo/Projects/ChessboardClassification/cache/square_crops/game2_per_frame_frame000588_sq_23.jpg,False,test
game2_per_frame,588,24,a5,empty,/home/yuliamo/Projects/ChessboardClassification/cache/square_crops/game2_per_frame_frame000588_sq_24.jpg,False,test
game2_per_frame,588,25,b5,empty,/home/yuliamo/Projects/ChessboardClassification/cache/square_crops/game2_per_frame_frame000588_sq_25.jpg,False,test
game2_per_frame,588,26,c5,empty,/home/yuliamo/Projects/ChessboardClassification/cache/square_crops/game2_per_frame_frame000588_sq_26.jpg,False,test
game2_per_frame,588,27,d5,empty,/home/yuliamo/Projects/ChessboardClassification/cache/square_crops/game2_per_frame_frame000588_sq_27.jpg,False,test
game2_per_frame,588,28,e5,empty,/home/yuliamo/Projects/ChessboardClassification/cache/square_crops/game2_per_frame_frame000588_sq_28.jpg,False,test
game2_per_frame,588,29,f5,empty,/home/yuliamo/Projects/ChessboardClassification/cache/square_crops/game2_per_frame_frame000588_sq_29.jpg,False,test
game2_per_frame,588,30,g5,empty,/home/yuliamo/Projects/ChessboardClassification/cache/square_crops/game2_per_frame_frame000588_sq_30.jpg,False,test
game2_per_frame,588,31,h5,empty,/home/yuliamo/Projects/ChessboardClassification/cache/square_crops/game2_per_frame_frame000588_sq_31.jpg,False,test
game2_per_frame,588,32,a4,empty,/home/yuliamo/Projects/ChessboardClassification/cache/square_crops/game2_per_frame_frame000588_sq_32.jpg,False,test
game2_per_frame,588,33,b4,empty,/home/yuliamo/Projects/ChessboardClassification/cache/square_crops/game2_per_frame_frame000588_sq_33.jpg,False,test
game2_per_frame,588,34,c4,empty,/home/yuliamo/Projects/ChessboardClassification/cache/square_crops/game2_per_frame_frame000588_sq_34.jpg,False,test
game2_per_frame,588,35,d4,P,/home/yuliamo/Projects/ChessboardClassification/cache/square_crops/game2_per_frame_frame000588_sq_35.jpg,False,test
game2_per_frame,588,36,e4,empty,/home/yuliamo/Projects/ChessboardClassification/cache/square_crops/game2_per_frame_frame000588_sq_36.jpg,False,test
game2_per_frame,588,37,f4,empty,/home/yuliamo/Projects/ChessboardClassification/cache/square_crops/game2_per_frame_frame000588_sq_37.jpg,False,test
game2_per_frame,588,38,g4,empty,/home/yuliamo/Projects/ChessboardClassification/cache/square_crops/game2_per_frame_frame000588_sq_38.jpg,False,test
game2_per_frame,588,39,h4,empty,/home/yuliamo/Projects/ChessboardClassification/cache/square_crops/game2_per_frame_frame000588_sq_39.jpg,False,test
game2_per_frame,588,40,a3,empty,/home/yuliamo/Projects/ChessboardClassification/cache/square_crops/game2_per_frame_frame000588_sq_40.jpg,False,test
game2_per_frame,588,41,b3,empty,/home/yuliamo/Projects/ChessboardClassification/cache/square_crops/game2_per_frame_frame000588_sq_41.jpg,False,test
game2_per_frame,588,42,c3,empty,/home/yuliamo/Projects/ChessboardClassification/cache/square_crops/game2_per_frame_frame000588_sq_42.jpg,False,test
game2_per_frame,588,43,d3,empty,/home/yuliamo/Projects/ChessboardClassification/cache/square_crops/game2_per_frame_frame000588_sq_43.jpg,False,test
game2_per_frame,588,44,e3,empty,/home/yuliamo/Projects/ChessboardClassification/cache/square_crops/game2_per_frame_frame000588_sq_44.jpg,False,test
game2_per_frame,588,45,f3,empty,/home/yuliamo/Projects/ChessboardClassification/cache/square_crops/game2_per_frame_frame000588_sq_45.jpg,False,test
game2_per_frame,588,46,g3,empty,/home/yuliamo/Projects/ChessboardClassification/cache/square_crops/game2_per_frame_frame000588_sq_46.jpg,False,test
game2_per_frame,588,47,h3,empty,/home/yuliamo/Projects/ChessboardClassification/cache/square_crops/game2_per_frame_frame000588_sq_47.jpg,False,test
game2_per_frame,588,48,a2,P,/home/yuliamo/Projects/ChessboardClassification/cache/square_crops/game2_per_frame_frame000588_sq_48.jpg,False,test
game2_per_frame,588,49,b2,P,/home/yuliamo/Projects/ChessboardClassification/cache/square_crops/game2_per_frame_frame000588_sq_49.jpg,False,test
game2_per_frame,588,50,c2,P,/home/yuliamo/Projects/ChessboardClassification/cache/square_crops/game2_per_frame_frame000588_sq_50.jpg,False,test
game2_per_frame,588,51,d2,empty,/home/yuliamo/Projects/ChessboardClassification/cache/square_crops/game2_per_frame_frame000588_sq_51.jpg,False,test
game2_per_frame,588,52,e2,P,/home/yuliamo/Projects/ChessboardClassification/cache/square_crops/game2_per_frame_frame000588_sq_52.jpg,False,test
game2_per_frame,588,53,f2,P,/home/yuliamo/Projects/ChessboardClassification/cache/square_crops/game2_per_frame_frame000588_sq_53.jpg,False,test
game2_per_frame,588,54,g2,P,/home/yuliamo/Projects/ChessboardClassification/cache/square_crops/game2_per_frame_frame000588_sq_54.jpg,False,test
game2_per_frame,588,55,h2,P,/home/yuliamo/Projects/ChessboardClassification/cache/square_crops/game2_per_frame_frame000588_sq_55.jpg,False,test
game2_per_frame,588,56,a1,R,/home/yuliamo/Projects/ChessboardClassification/cache/square_crops/game2_per_frame_frame000588_sq_56.jpg,False,test
game2_per_frame,588,57,b1,N,/home/yuliamo/Projects/ChessboardClassification/cache/square_crops/game2_per_frame_frame000588_sq_57.jpg,False,test
game2_per_frame,588,58,c1,B,/home/yuliamo/Projects/ChessboardClassification/cache/square_crops/game2_per_frame_frame000588_sq_58.jpg,False,test
game2_per_frame,588,59,d1,Q,/home/yuliamo/Projects/ChessboardClassification/cache/square_crops/game2_per_frame_frame000588_sq_59.jpg,False,test
game2_per_frame,588,60,e1,K,/home/yuliamo/Projects/ChessboardClassification/cache/square_crops/game2_per_frame_frame000588_sq_60.jpg,False,test
game2_per_frame,588,61,f1,B,/home/yuliamo/Projects/ChessboardClassification/cache/square_crops/game2_per_frame_frame000588_sq_61.jpg,False,test
game2_per_frame,588,62,g1,N,/home/yuliamo/Projects/ChessboardClassification/cache/square_crops/game2_per_frame_frame000588_sq_62.jpg,False,test
game2_per_frame,588,63,h1,R,/home/yuliamo/Projects/ChessboardClassification/cache/square_crops/game2_per_frame_frame000588_sq_63.jpg,False,test
game2_per_frame,620,0,a8,r,/home/yuliamo/Projects/ChessboardClassification/cache/square_crops/game2_per_frame_frame000620_sq_00.jpg,False,train
game2_per_frame,620,1,b8,n,/home/yuliamo/Projects/ChessboardClassification/cache/square_crops/game2_per_frame_frame000620_sq_01.jpg,False,train
game2_per_frame,620,2,c8,b,/home/yuliamo/Projects/ChessboardClassification/cache/square_crops/game2_per_frame_frame000620_sq_02.jpg,False,train
game2_per_frame,620,3,d8,q,/home/yuliamo/Projects/ChessboardClassification/cache/square_crops/game2_per_frame_frame000620_sq_03.jpg,False,train
game2_per_frame,620,4,e8,k,/home/yuliamo/Projects/ChessboardClassification/cache/square_crops/game2_per_frame_frame000620_sq_04.jpg,False,train
game2_per_frame,620,5,f8,b,/home/yuliamo/Projects/ChessboardClassification/cache/square_crops/game2_per_frame_frame000620_sq_05.jpg,False,train
game2_per_frame,620,6,g8,n,/home/yuliamo/Projects/ChessboardClassification/cache/square_crops/game2_per_frame_frame000620_sq_06.jpg,False,train
game2_per_frame,620,7,h8,r,/home/yuliamo/Projects/ChessboardClassification/cache/square_crops/game2_per_frame_frame000620_sq_07.jpg,False,train
game2_per_frame,620,8,a7,p,/home/yuliamo/Projects/ChessboardClassification/cache/square_crops/game2_per_frame_frame000620_sq_08.jpg,False,train
game2_per_frame,620,9,b7,p,/home/yuliamo/Projects/ChessboardClassification/cache/square_crops/game2_per_frame_frame000620_sq_09.jpg,False,train
game2_per_frame,620,10,c7,p,/home/yuliamo/Projects/ChessboardClassification/cache/square_crops/game2_per_frame_frame000620_sq_10.jpg,False,train
game2_per_frame,620,11,d7,empty,/home/yuliamo/Projects/ChessboardClassification/cache/square_crops/game2_per_frame_frame000620_sq_11.jpg,False,train
game2_per_frame,620,12,e7,p,/home/yuliamo/Projects/ChessboardClassification/cache/square_crops/game2_per_frame_frame000620_sq_12.jpg,False,train
game2_per_frame,620,13,f7,p,/home/yuliamo/Projects/ChessboardClassification/cache/square_crops/game2_per_frame_frame000620_sq_13.jpg,False,train
game2_per_frame,620,14,g7,p,/home/yuliamo/Projects/ChessboardClassification/cache/square_crops/game2_per_frame_frame000620_sq_14.jpg,False,train
game2_per_frame,620,15,h7,p,/home/yuliamo/Projects/ChessboardClassification/cache/square_crops/game2_per_frame_frame000620_sq_15.jpg,False,train
game2_per_frame,620,16,a6,empty,/home/yuliamo/Projects/ChessboardClassification/cache/square_crops/game2_per_frame_frame000620_sq_16.jpg,False,train
game2_per_frame,620,17,b6,empty,/home/yuliamo/Projects/ChessboardClassification/cache/square_crops/game2_per_frame_frame000620_sq_17.jpg,False,train
game2_per_frame,620,18,c6,empty,/home/yuliamo/Projects/ChessboardClassification/cache/square_crops/game2_per_frame_frame000620_sq_18.jpg,False,train
game2_per_frame,620,19,d6,empty,/home/yuliamo/Projects/ChessboardClassification/cache/square_crops/game2_per_frame_frame000620_sq_19.jpg,False,train
game2_per_frame,620,20,e6,empty,/home/yuliamo/Projects/ChessboardClassification/cache/square_crops/game2_per_frame_frame000620_sq_20.jpg,False,train
game2_per_frame,620,21,f6,empty,/home/yuliamo/Projects/ChessboardClassification/cache/square_crops/game2_per_frame_frame000620_sq_21.jpg,False,train
game2_per_frame,620,22,g6,empty,/home/yuliamo/Projects/ChessboardClassification/cache/square_crops/game2_per_frame_frame000620_sq_22.jpg,False,train
game2_per_frame,620,23,h6,empty,/home/yuliamo/Projects/ChessboardClassification/cache/square_crops/game2_per_frame_frame000620_sq_23.jpg,False,train
game2_per_frame,620,24,a5,empty,/home/yuliamo/Projects/ChessboardClassification/cache/square_crops/game2_per_frame_frame000620_sq_24.jpg,False,train
game2_per_frame,620,25,b5,empty,/home/yuliamo/Projects/ChessboardClassification/cache/square_crops/game2_per_frame_frame000620_sq_25.jpg,False,train
game2_per_frame,620,26,c5,empty,/home/yuliamo/Projects/ChessboardClassification/cache/square_crops/game2_per_frame_frame000620_sq_26.jpg,False,train
game2_per_frame,620,27,d5,p,/home/yuliamo/Projects/ChessboardClassification/cache/square_crops/game2_per_frame_frame000620_sq_27.jpg,False,train
game2_per_frame,620,28,e5,empty,/home/yuliamo/Projects/ChessboardClassification/cache/square_crops/game2_per_frame_frame000620_sq_28.jpg,False,train
game2_per_frame,620,29,f5,empty,/home/yuliamo/Projects/ChessboardClassification/cache/square_crops/game2_per_frame_frame000620_sq_29.jpg,False,train
game2_per_frame,620,30,g5,empty,/home/yuliamo/Projects/ChessboardClassification/cache/square_crops/game2_per_frame_frame000620_sq_30.jpg,False,train
game2_per_frame,620,31,h5,empty,/home/yuliamo/Projects/ChessboardClassification/cache/square_crops/game2_per_frame_frame000620_sq_31.jpg,False,train
game2_per_frame,620,32,a4,empty,/home/yuliamo/Projects/ChessboardClassification/cache/square_crops/game2_per_frame_frame000620_sq_32.jpg,False,train
game2_per_frame,620,33,b4,empty,/home/yuliamo/Projects/ChessboardClassification/cache/square_crops/game2_per_frame_frame000620_sq_33.jpg,False,train
game2_per_frame,620,34,c4,empty,/home/yuliamo/Projects/ChessboardClassification/cache/square_crops/game2_per_frame_frame000620_sq_34.jpg,False,train
game2_per_frame,620,35,d4,P,/home/yuliamo/Projects/ChessboardClassification/cache/square_crops/game2_per_frame_frame000620_sq_35.jpg,False,train
game2_per_frame,620,36,e4,empty,/home/yuliamo/Projects/ChessboardClassification/cache/square_crops/game2_per_frame_frame000620_sq_36.jpg,False,train
game2_per_frame,620,37,f4,empty,/home/yuliamo/Projects/ChessboardClassification/cache/square_crops/game2_per_frame_frame000620_sq_37.jpg,False,train
game2_per_frame,620,38,g4,empty,/home/yuliamo/Projects/ChessboardClassification/cache/square_crops/game2_per_frame_frame000620_sq_38.jpg,False,train
game2_per_frame,620,39,h4,empty,/home/yuliamo/Projects/ChessboardClassification/cache/square_crops/game2_per_frame_frame000620_sq_39.jpg,False,train
game2_per_frame,620,40,a3,empty,/home/yuliamo/Projects/ChessboardClassification/cache/square_crops/game2_per_frame_frame000620_sq_40.jpg,False,train
game2_per_frame,620,41,b3,empty,/home/yuliamo/Projects/ChessboardClassification/cache/square_crops/game2_per_frame_frame000620_sq_41.jpg,False,train
game2_per_frame,620,42,c3,empty,/home/yuliamo/Projects/ChessboardClassification/cache/square_crops/game2_per_frame_frame000620_sq_42.jpg,False,train
game2_per_frame,620,43,d3,empty,/home/yuliamo/Projects/ChessboardClassification/cache/square_crops/game2_per_frame_frame000620_sq_43.jpg,False,train
game2_per_frame,620,44,e3,empty,/home/yuliamo/Projects/ChessboardClassification/cache/square_crops/game2_per_frame_frame000620_sq_44.jpg,False,train
game2_per_frame,620,45,f3,empty,/home/yuliamo/Projects/ChessboardClassification/cache/square_crops/game2_per_frame_frame000620_sq_45.jpg,False,train
game2_per_frame,620,46,g3,empty,/home/yuliamo/Projects/ChessboardClassification/cache/square_crops/game2_per_frame_frame000620_sq_46.jpg,False,train
game2_per_frame,620,47,h3,empty,/home/yuliamo/Projects/ChessboardClassification/cache/square_crops/game2_per_frame_frame000620_sq_47.jpg,False,train
game2_per_frame,620,48,a2,P,/home/yuliamo/Projects/ChessboardClassification/cache/square_crops/game2_per_frame_frame000620_sq_48.jpg,False,train
game2_per_frame,620,49,b2,P,/home/yuliamo/Projects/ChessboardClassification/cache/square_crops/game2_per_frame_frame000620_sq_49.jpg,False,train
game2_per_frame,620,50,c2,P,/home/yuliamo/Projects/ChessboardClassification/cache/square_crops/game2_per_frame_frame000620_sq_50.jpg,False,train
game2_per_frame,620,51,d2,empty,/home/yuliamo/Projects/ChessboardClassification/cache/square_crops/game2_per_frame_frame000620_sq_51.jpg,False,train
game2_per_frame,620,52,e2,P,/home/yuliamo/Projects/ChessboardClassification/cache/square_crops/game2_per_frame_frame000620_sq_52.jpg,False,train
game2_per_frame,620,53,f2,P,/home/yuliamo/Projects/ChessboardClassification/cache/square_crops/game2_per_frame_frame000620_sq_53.jpg,False,train
game2_per_frame,620,54,g2,P,/home/yuliamo/Projects/ChessboardClassification/cache/square_crops/game2_per_frame_frame000620_sq_54.jpg,False,train
game2_per_frame,620,55,h2,P,/home/yuliamo/Projects/ChessboardClassification/cache/square_crops/game2_per_frame_frame000620_sq_55.jpg,False,train
game2_per_frame,620,56,a1,R,/home/yuliamo/Projects/ChessboardClassification/cache/square_crops/game2_per_frame_frame000620_sq_56.jpg,False,train
game2_per_frame,620,57,b1,N,/home/yuliamo/Projects/ChessboardClassification/cache/square_crops/game2_per_frame_frame000620_sq_57.jpg,False,train
game2_per_frame,620,58,c1,B,/home/yuliamo/Projects/ChessboardClassification/cache/square_crops/game2_per_frame_frame000620_sq_58.jpg,False,train
game2_per_frame,620,59,d1,Q,/home/yuliamo/Projects/ChessboardClassification/cache/square_crops/game2_per_frame_frame000620_sq_59.jpg,False,train
game2_per_frame,620,60,e1,K,/home/yuliamo/Projects/ChessboardClassification/cache/square_crops/game2_per_frame_frame000620_sq_60.jpg,False,train
