game_id,frame_id,img_path,fen,is_occluded,split,sq_00,sq_01,sq_02,sq_03,sq_04,sq_05,sq_06,sq_07,sq_08,sq_09,sq_10,sq_11,sq_12,sq_13,sq_14,sq_15,sq_16,sq_17,sq_18,sq_19,sq_20,sq_21,sq_22,sq_23,sq_24,sq_25,sq_26,sq_27,sq_28,sq_29,sq_30,sq_31,sq_32,sq_33,sq_34,sq_35,sq_36,sq_37,sq_38,sq_39,sq_40,sq_41,sq_42,sq_43,sq_44,sq_45,sq_46,sq_47,sq_48,sq_49,sq_50,sq_51,sq_52,sq_53,sq_54,sq_55,sq_56,sq_57,sq_58,sq_59,sq_60,sq_61,sq_62,sq_63
game2_per_frame,1124,/home/yuliamo/Projects/DeepLearning/data/csv_games/game2_per_frame/tagged_images/frame_001124.jpg,rnbq1rk1/ppp1bppp/4pn2/3p2B1/2PP4/2N1P3/PP3PPP/R2QKBNR,False,train,r,n,b,q,empty,r,k,empty,p,p,p,empty,b,p,p,p,empty,empty,empty,empty,p,n,empty,empty,empty,empty,empty,p,empty,empty,B,empty,empty,empty,P,P,empty,empty,empty,empty,empty,empty,N,empty,P,empty,empty,empty,P,P,empty,empty,empty,P,P,P,R,empty,empty,Q,K,B,N,R
game2_per_frame,1152,/home/yuliamo/Projects/DeepLearning/data/csv_games/game2_per_frame/tagged_images/frame_001152.jpg,rnbq1rk1/ppp1bppp/4pn2/3p2B1/2PP4/2N1PN2/PP3PPP/R2QKB1R,False,valid,r,n,b,q,empty,r,k,empty,p,p,p,empty,b,p,p,p,empty,empty,empty,empty,p,n,empty,empty,empty,empty,empty,p,empty,empty,B,empty,empty,empty,P,P,empty,empty,empty,empty,empty,empty,N,empty,P,N,empty,empty,P,P,empty,empty,empty,P,P,P,R,empty,empty,Q,K,B,empty,R
game2_per_frame,1172,/home/yuliamo/Projects/DeepLearning/data/csv_games/game2_per_frame/tagged_images/frame_001172.jpg,rnbq1rk1/ppp1bpp1/4pn1p/3p2B1/2PP4/2N1PN2/PP3PPP/R2QKB1R,False,train,r,n,b,q,empty,r,k,empty,p,p,p,empty,b,p,p,empty,empty,empty,empty,empty,p,n,empty,p,empty,empty,empty,p,empty,empty,B,empty,empty,empty,P,P,empty,empty,empty,empty,empty,empty,N,empty,P,N,empty,empty,P,P,empty,empty,empty,P,P,P,R,empty,empty,Q,K,B,empty,R
game2_per_frame,1188,/home/yuliamo/Projects/DeepLearning/data/csv_games/game2_per_frame/tagged_images/frame_001188.jpg,rnbq1rk1/ppp1bpp1/4pn1p/3p4/2PP3B/2N1PN2/PP3PPP/R2QKB1R,False,train,r,n,b,q,empty,r,k,empty,p,p,p,empty,b,p,p,empty,empty,empty,empty,empty,p,n,empty,p,empty,empty,empty,p,empty,empty,empty,empty,empty,empty,P,P,empty,empty,empty,B,empty,empty,N,empty,P,N,empty,empty,P,P,empty,empty,empty,P,P,P,R,empty,empty,Q,K,B,empty,R
game2_per_frame,1216,/home/yuliamo/Projects/DeepLearning/data/csv_games/game2_per_frame/tagged_images/frame_001216.jpg,rnbq1rk1/ppp1bpp1/4p2p/3p4/2PPn2B/2N1PN2/PP3PPP/R2QKB1R,False,valid,r,n,b,q,empty,r,k,empty,p,p,p,empty,b,p,p,empty,empty,empty,empty,empty,p,empty,empty,p,empty,empty,empty,p,empty,empty,empty,empty,empty,empty,P,P,n,empty,empty,B,empty,empty,N,empty,P,N,empty,empty,P,P,empty,empty,empty,P,P,P,R,empty,empty,Q,K,B,empty,R
game2_per_frame,1280,/home/yuliamo/Projects/DeepLearning/data/csv_games/game2_per_frame/tagged_images/frame_001280.jpg,rnbq1rk1/ppp1Bpp1/4p2p/3p4/2PPn3/2N1PN2/PP3PPP/R2QKB1R,False,test,r,n,b,q,empty,r,k,empty,p,p,p,empty,B,p,p,empty,empty,empty,empty,empty,p,empty,empty,p,empty,empty,empty,p,empty,empty,empty,empty,empty,empty,P,P,n,empty,empty,empty,empty,empty,N,empty,P,N,empty,empty,P,P,empty,empty,empty,P,P,P,R,empty,empty,Q,K,B,empty,R
game2_per_frame,1300,/home/yuliamo/Projects/DeepLearning/data/csv_games/game2_per_frame/tagged_images/frame_001300.jpg,rnb2rk1/ppp1qpp1/4p2p/3p4/2PPn3/2N1PN2/PP3PPP/R2QKB1R,False,test,r,n,b,empty,empty,r,k,empty,p,p,p,empty,q,p,p,empty,empty,empty,empty,empty,p,empty,empty,p,empty,empty,empty,p,empty,empty,empty,empty,empty,empty,P,P,n,empty,empty,empty,empty,empty,N,empty,P,N,empty,empty,P,P,empty,empty,empty,P,P,P,R,empty,empty,Q,K,B,empty,R
game2_per_frame,1740,/home/yuliamo/Projects/DeepLearning/data/csv_games/game2_per_frame/tagged_images/frame_001740.jpg,rnb2rk1/ppp1qpp1/4p2p/3p4/2PPn3/2N1PN2/PPQ2PPP/R3KB1R,False,test,r,n,b,empty,empty,r,k,empty,p,p,p,empty,q,p,p,empty,empty,empty,empty,empty,p,empty,empty,p,empty,empty,empty,p,empty,empty,empty,empty,empty,empty,P,P,n,empty,empty,empty,empty,empty,N,empty,P,N,empty,empty,P,P,Q,empty,empty,P,P,P,R,empty,empty,empty,K,B,empty,R
game2_per_frame,1916,/home/yuliamo/Projects/DeepLearning/data/csv_games/game2_per_frame/tagged_images/frame_001916.jpg,rnb2rk1/ppp1qpp1/4p2p/3p4/2PP4/2n1PN2/PPQ2PPP/R3KB1R,False,test,r,n,b,empty,empty,r,k,empty,p,p,p,empty,q,p,p,empty,empty,empty,empty,empty,p,empty,empty,p,empty,empty,empty,p,empty,empty,empty,empty,empty,empty,P,P,empty,empty,empty,empty,empty,empty,n,empty,P,N,empty,empty,P,P,Q,empty,empty,P,P,P,R,empty,empty,empty,K,B,empty,R
game2_per_frame,2000,/home/yuliamo/Projects/DeepLearning/data/csv_games/game2_per_frame/tagged_images/frame_002000.jpg,rnb2rk1/ppp1qpp1/4p2p/3p4/2PP4/2Q1PN2/PP3PPP/R3KB1R,False,train,r,n,b,empty,empty,r,k,empty,p,p,p,empty,q,p,p,empty,empty,empty,empty,empty,p,empty,empty,p,empty,empty,empty,p,empty,empty,empty,empty,empty,empty,P,P,empty,empty,empty,empty,empty,empty,Q,empty,P,N,empty,empty,P,P,empty,empty,empty,P,P,P,R,empty,empty,empty,K,B,empty,R
game2_per_frame,3100,/home/yuliamo/Projects/DeepLearning/data/csv_games/game2_per_frame/tagged_images/frame_003100.jpg,rnb2rk1/ppp1qpp1/4p2p/8/2pP4/2Q1PN2/PP3PPP/R3KB1R,False,train,r,n,b,empty,empty,r,k,empty,p,p,p,empty,q,p,p,empty,empty,empty,empty,empty,p,empty,empty,p,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,p,P,empty,empty,empty,empty,empty,empty,Q,empty,P,N,empty,empty,P,P,empty,empty,empty,P,P,P,R,empty,empty,empty,K,B,empty,R
game2_per_frame,3308,/home/yuliamo/Projects/DeepLearning/data/csv_games/game2_per_frame/tagged_images/frame_003308.jpg,rnb2rk1/ppp1qpp1/4p2p/8/2BP4/2Q1PN2/PP3PPP/R3K2R,False,train,r,n,b,empty,empty,r,k,empty,p,p,p,empty,q,p,p,empty,empty,empty,empty,empty,p,empty,empty,p,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,B,P,empty,empty,empty,empty,empty,empty,Q,empty,P,N,empty,empty,P,P,empty,empty,empty,P,P,P,R,empty,empty,empty,K,empty,empty,R
game2_per_frame,3328,/home/yuliamo/Projects/DeepLearning/data/csv_games/game2_per_frame/tagged_images/frame_003328.jpg,r1b2rk1/pppnqpp1/4p2p/8/2BP4/2Q1PN2/PP3PPP/R3K2R,False,valid,r,empty,b,empty,empty,r,k,empty,p,p,p,n,q,p,p,empty,empty,empty,empty,empty,p,empty,empty,p,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,B,P,empty,empty,empty,empty,empty,empty,Q,empty,P,N,empty,empty,P,P,empty,empty,empty,P,P,P,R,empty,empty,empty,K,empty,empty,R
game2_per_frame,3416,/home/yuliamo/Projects/DeepLearning/data/csv_games/game2_per_frame/tagged_images/frame_003416.jpg,r1b2rk1/pppnqpp1/4p2p/8/2BP4/2Q1PN2/PP3PPP/R4RK1,False,test,r,empty,b,empty,empty,r,k,empty,p,p,p,n,q,p,p,empty,empty,empty,empty,empty,p,empty,empty,p,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,B,P,empty,empty,empty,empty,empty,empty,Q,empty,P,N,empty,empty,P,P,empty,empty,empty,P,P,P,R,empty,empty,empty,empty,R,K,empty
game2_per_frame,4264,/home/yuliamo/Projects/DeepLearning/data/csv_games/game2_per_frame/tagged_images/frame_004264.jpg,r1b2rk1/ppp1qpp1/1n2p2p/8/2BP4/2Q1PN2/PP3PPP/R4RK1,False,test,r,empty,b,empty,empty,r,k,empty,p,p,p,empty,q,p,p,empty,empty,n,empty,empty,p,empty,empty,p,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,B,P,empty,empty,empty,empty,empty,empty,Q,empty,P,N,empty,empty,P,P,empty,empty,empty,P,P,P,R,empty,empty,empty,empty,R,K,empty
game2_per_frame,5044,/home/yuliamo/Projects/DeepLearning/data/csv_games/game2_per_frame/tagged_images/frame_005044.jpg,r1b2rk1/ppp1qpp1/1n2p2p/8/2BP4/2Q1PN2/PP3PPP/2R2RK1,False,train,r,empty,b,empty,empty,r,k,empty,p,p,p,empty,q,p,p,empty,empty,n,empty,empty,p,empty,empty,p,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,B,P,empty,empty,empty,empty,empty,empty,Q,empty,P,N,empty,empty,P,P,empty,empty,empty,P,P,P,empty,empty,R,empty,empty,R,K,empty
game2_per_frame,6092,/home/yuliamo/Projects/DeepLearning/data/csv_games/game2_per_frame/tagged_images/frame_006092.jpg,r1b2rk1/pp2qpp1/1np1p2p/8/2BP4/2Q1PN2/PP3PPP/2R2RK1,False,train,r,empty,b,empty,empty,r,k,empty,p,p,empty,empty,q,p,p,empty,empty,n,p,empty,p,empty,empty,p,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,B,P,empty,empty,empty,empty,empty,empty,Q,empty,P,N,empty,empty,P,P,empty,empty,empty,P,P,P,empty,empty,R,empty,empty,R,K,empty
game2_per_frame,6368,/home/yuliamo/Projects/DeepLearning/data/csv_games/game2_per_frame/tagged_images/frame_006368.jpg,r1b2rk1/pp2qpp1/1np1p2p/8/3P4/1BQ1PN2/PP3PPP/2R2RK1,False,train,r,empty,b,empty,empty,r,k,empty,p,p,empty,empty,q,p,p,empty,empty,n,p,empty,p,empty,empty,p,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,P,empty,empty,empty,empty,empty,B,Q,empty,P,N,empty,empty,P,P,empty,empty,empty,P,P,P,empty,empty,R,empty,empty,R,K,empty
game2_per_frame,6532,/home/yuliamo/Projects/DeepLearning/data/csv_games/game2_per_frame/tagged_images/frame_006532.jpg,r4rk1/pp1bqpp1/1np1p2p/8/3P4/1BQ1PN2/PP3PPP/2R2RK1,False,train,r,empty,empty,empty,empty,r,k,empty,p,p,empty,b,q,p,p,empty,empty,n,p,empty,p,empty,empty,p,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,P,empty,empty,empty,empty,empty,B,Q,empty,P,N,empty,empty,P,P,empty,empty,empty,P,P,P,empty,empty,R,empty,empty,R,K,empty
game2_per_frame,6568,/home/yuliamo/Projects/DeepLearning/data/csv_games/game2_per_frame/tagged_images/frame_006568.jpg,r4rk1/pp1bqpp1/1np1p2p/4N3/3P4/1BQ1P3/PP3PPP/2R2RK1,False,train,r,empty,empty,empty,empty,r,k,empty,p,p,empty,b,q,p,p,empty,empty,n,p,empty,p,empty,empty,p,empty,empty,empty,empty,N,empty,empty,empty,empty,empty,empty,P,empty,empty,empty,empty,empty,B,Q,empty,P,empty,empty,empty,P,P,empty,empty,empty,P,P,P,empty,empty,R,empty,empty,R,K,empty
game2_per_frame,7000,/home/yuliamo/Projects/DeepLearning/data/csv_games/game2_per_frame/tagged_images/frame_007000.jpg,2r2rk1/pp1bqpp1/1np1p2p/4N3/3P4/1BQ1P3/PP3PPP/2R2RK1,False,train,empty,empty,r,empty,empty,r,k,empty,p,p,empty,b,q,p,p,empty,empty,n,p,empty,p,empty,empty,p,empty,empty,empty,empty,N,empty,empty,empty,empty,empty,empty,P,empty,empty,empty,empty,empty,B,Q,empty,P,empty,empty,empty,P,P,empty,empty,empty,P,P,P,empty,empty,R,empty,empty,R,K,empty
game2_per_frame,7728,/home/yuliamo/Projects/DeepLearning/data/csv_games/game2_per_frame/tagged_images/frame_007728.jpg,2r2rk1/pp1bqpp1/1np1p2p/Q3N3/3P4/1B2P3/PP3PPP/2R2RK1,False,train,empty,empty,r,empty,empty,r,k,empty,p,p,empty,b,q,p,p,empty,empty,n,p,empty,p,empty,empty,p,Q,empty,empty,empty,N,empty,empty,empty,empty,empty,empty,P,empty,empty,empty,empty,empty,B,empty,empty,P,empty,empty,empty,P,P,empty,empty,empty,P,P,P,empty,empty,R,empty,empty,R,K,empty
game2_per_frame,8952,/home/yuliamo/Projects/DeepLearning/data/csv_games/game2_per_frame/tagged_images/frame_008952.jpg,r4rk1/pp1bqpp1/1np1p2p/Q3N3/3P4/1B2P3/PP3PPP/2R2RK1,False,test,r,empty,empty,empty,empty,r,k,empty,p,p,empty,b,q,p,p,empty,empty,n,p,empty,p,empty,empty,p,Q,empty,empty,empty,N,empty,empty,empty,empty,empty,empty,P,empty,empty,empty,empty,empty,B,empty,empty,P,empty,empty,empty,P,P,empty,empty,empty,P,P,P,empty,empty,R,empty,empty,R,K,empty
game2_per_frame,8988,/home/yuliamo/Projects/DeepLearning/data/csv_games/game2_per_frame/tagged_images/frame_008988.jpg,r4rk1/pp1bqpp1/1np1p2p/2Q1N3/3P4/1B2P3/PP3PPP/2R2RK1,False,train,r,empty,empty,empty,empty,r,k,empty,p,p,empty,b,q,p,p,empty,empty,n,p,empty,p,empty,empty,p,empty,empty,Q,empty,N,empty,empty,empty,empty,empty,empty,P,empty,empty,empty,empty,empty,B,empty,empty,P,empty,empty,empty,P,P,empty,empty,empty,P,P,P,empty,empty,R,empty,empty,R,K,empty
game2_per_frame,9384,/home/yuliamo/Projects/DeepLearning/data/csv_games/game2_per_frame/tagged_images/frame_009384.jpg,r3r1k1/pp1bqpp1/1np1p2p/2Q1N3/3P4/1B2P3/PP3PPP/2R2RK1,False,train,r,empty,empty,empty,r,empty,k,empty,p,p,empty,b,q,p,p,empty,empty,n,p,empty,p,empty,empty,p,empty,empty,Q,empty,N,empty,empty,empty,empty,empty,empty,P,empty,empty,empty,empty,empty,B,empty,empty,P,empty,empty,empty,P,P,empty,empty,empty,P,P,P,empty,empty,R,empty,empty,R,K,empty
game2_per_frame,9884,/home/yuliamo/Projects/DeepLearning/data/csv_games/game2_per_frame/tagged_images/frame_009884.jpg,r3r1k1/pp1bqpp1/1np1p2p/2Q1N3/P2P4/1B2P3/1P3PPP/2R2RK1,False,test,r,empty,empty,empty,r,empty,k,empty,p,p,empty,b,q,p,p,empty,empty,n,p,empty,p,empty,empty,p,empty,empty,Q,empty,N,empty,empty,empty,P,empty,empty,P,empty,empty,empty,empty,empty,B,empty,empty,P,empty,empty,empty,empty,P,empty,empty,empty,P,P,P,empty,empty,R,empty,empty,R,K,empty
game2_per_frame,10096,/home/yuliamo/Projects/DeepLearning/data/csv_games/game2_per_frame/tagged_images/frame_010096.jpg,r3r1k1/pp1bqpp1/2p1p2p/2QnN3/P2P4/1B2P3/1P3PPP/2R2RK1,False,test,r,empty,empty,empty,r,empty,k,empty,p,p,empty,b,q,p,p,empty,empty,empty,p,empty,p,empty,empty,p,empty,empty,Q,n,N,empty,empty,empty,P,empty,empty,P,empty,empty,empty,empty,empty,B,empty,empty,P,empty,empty,empty,empty,P,empty,empty,empty,P,P,P,empty,empty,R,empty,empty,R,K,empty
game2_per_frame,11140,/home/yuliamo/Projects/DeepLearning/data/csv_games/game2_per_frame/tagged_images/frame_011140.jpg,r3r1k1/pp1bqpp1/2p1p2p/2QBN3/P2P4/4P3/1P3PPP/2R2RK1,False,test,r,empty,empty,empty,r,empty,k,empty,p,p,empty,b,q,p,p,empty,empty,empty,p,empty,p,empty,empty,p,empty,empty,Q,B,N,empty,empty,empty,P,empty,empty,P,empty,empty,empty,empty,empty,empty,empty,empty,P,empty,empty,empty,empty,P,empty,empty,empty,P,P,P,empty,empty,R,empty,empty,R,K,empty
game2_per_frame,11456,/home/yuliamo/Projects/DeepLearning/data/csv_games/game2_per_frame/tagged_images/frame_011456.jpg,r3r1k1/pp1bqpp1/2p4p/2QpN3/P2P4/4P3/1P3PPP/2R2RK1,False,train,r,empty,empty,empty,r,empty,k,empty,p,p,empty,b,q,p,p,empty,empty,empty,p,empty,empty,empty,empty,p,empty,empty,Q,p,N,empty,empty,empty,P,empty,empty,P,empty,empty,empty,empty,empty,empty,empty,empty,P,empty,empty,empty,empty,P,empty,empty,empty,P,P,P,empty,empty,R,empty,empty,R,K,empty
game2_per_frame,11696,/home/yuliamo/Projects/DeepLearning/data/csv_games/game2_per_frame/tagged_images/frame_011696.jpg,r3r1k1/pp1bQpp1/2p4p/3pN3/P2P4/4P3/1P3PPP/2R2RK1,False,train,r,empty,empty,empty,r,empty,k,empty,p,p,empty,b,Q,p,p,empty,empty,empty,p,empty,empty,empty,empty,p,empty,empty,empty,p,N,empty,empty,empty,P,empty,empty,P,empty,empty,empty,empty,empty,empty,empty,empty,P,empty,empty,empty,empty,P,empty,empty,empty,P,P,P,empty,empty,R,empty,empty,R,K,empty
game2_per_frame,11712,/home/yuliamo/Projects/DeepLearning/data/csv_games/game2_per_frame/tagged_images/frame_011712.jpg,r5k1/pp1brpp1/2p4p/3pN3/P2P4/4P3/1P3PPP/2R2RK1,False,valid,r,empty,empty,empty,empty,empty,k,empty,p,p,empty,b,r,p,p,empty,empty,empty,p,empty,empty,empty,empty,p,empty,empty,empty,p,N,empty,empty,empty,P,empty,empty,P,empty,empty,empty,empty,empty,empty,empty,empty,P,empty,empty,empty,empty,P,empty,empty,empty,P,P,P,empty,empty,R,empty,empty,R,K,empty
game2_per_frame,11740,/home/yuliamo/Projects/DeepLearning/data/csv_games/game2_per_frame/tagged_images/frame_011740.jpg,r5k1/pp1Nrpp1/2p4p/3p4/P2P4/4P3/1P3PPP/2R2RK1,False,train,r,empty,empty,empty,empty,empty,k,empty,p,p,empty,N,r,p,p,empty,empty,empty,p,empty,empty,empty,empty,p,empty,empty,empty,p,empty,empty,empty,empty,P,empty,empty,P,empty,empty,empty,empty,empty,empty,empty,empty,P,empty,empty,empty,empty,P,empty,empty,empty,P,P,P,empty,empty,R,empty,empty,R,K,empty
game2_per_frame,11760,/home/yuliamo/Projects/DeepLearning/data/csv_games/game2_per_frame/tagged_images/frame_011760.jpg,r5k1/pp1r1pp1/2p4p/3p4/P2P4/4P3/1P3PPP/2R2RK1,False,test,r,empty,empty,empty,empty,empty,k,empty,p,p,empty,r,empty,p,p,empty,empty,empty,p,empty,empty,empty,empty,p,empty,empty,empty,p,empty,empty,empty,empty,P,empty,empty,P,empty,empty,empty,empty,empty,empty,empty,empty,P,empty,empty,empty,empty,P,empty,empty,empty,P,P,P,empty,empty,R,empty,empty,R,K,empty
game2_per_frame,12092,/home/yuliamo/Projects/DeepLearning/data/csv_games/game2_per_frame/tagged_images/frame_012092.jpg,r5k1/pp1r1pp1/2p4p/3p4/PP1P4/4P3/5PPP/2R2RK1,False,test,r,empty,empty,empty,empty,empty,k,empty,p,p,empty,r,empty,p,p,empty,empty,empty,p,empty,empty,empty,empty,p,empty,empty,empty,p,empty,empty,empty,empty,P,P,empty,P,empty,empty,empty,empty,empty,empty,empty,empty,P,empty,empty,empty,empty,empty,empty,empty,empty,P,P,P,empty,empty,R,empty,empty,R,K,empty
game2_per_frame,12864,/home/yuliamo/Projects/DeepLearning/data/csv_games/game2_per_frame/tagged_images/frame_012864.jpg,2r3k1/pp1r1pp1/2p4p/3p4/PP1P4/4P3/5PPP/2R2RK1,False,test,empty,empty,r,empty,empty,empty,k,empty,p,p,empty,r,empty,p,p,empty,empty,empty,p,empty,empty,empty,empty,p,empty,empty,empty,p,empty,empty,empty,empty,P,P,empty,P,empty,empty,empty,empty,empty,empty,empty,empty,P,empty,empty,empty,empty,empty,empty,empty,empty,P,P,P,empty,empty,R,empty,empty,R,K,empty
game2_per_frame,13328,/home/yuliamo/Projects/DeepLearning/data/csv_games/game2_per_frame/tagged_images/frame_013328.jpg,2r3k1/pp1r1pp1/2p4p/3p4/PP1P4/4P3/2R2PPP/5RK1,False,train,empty,empty,r,empty,empty,empty,k,empty,p,p,empty,r,empty,p,p,empty,empty,empty,p,empty,empty,empty,empty,p,empty,empty,empty,p,empty,empty,empty,empty,P,P,empty,P,empty,empty,empty,empty,empty,empty,empty,empty,P,empty,empty,empty,empty,empty,R,empty,empty,P,P,P,empty,empty,empty,empty,empty,R,K,empty
game2_per_frame,13616,/home/yuliamo/Projects/DeepLearning/data/csv_games/game2_per_frame/tagged_images/frame_013616.jpg,2r3k1/ppr2pp1/2p4p/3p4/PP1P4/4P3/2R2PPP/5RK1,True,test,empty,empty,r,empty,empty,empty,k,empty,p,p,r,empty,empty,p,p,empty,empty,empty,p,empty,empty,empty,empty,p,empty,empty,empty,p,empty,empty,empty,empty,P,P,empty,P,empty,empty,empty,empty,empty,empty,empty,empty,P,empty,empty,empty,empty,empty,R,empty,empty,P,P,P,empty,empty,empty,empty,empty,R,K,empty
